prediction;test_price
21451.02;20945.0
21294.51;20892.5
21208.08;21026.5
21060.51;21047.5
20917.79;21094.5
20745.7;21148.5
20528.78;21082.0
20376.71;21060.5
20288.06;21093.0
20200.76;21074.5
20145.04;21066.5
20108.75;21068.5
20078.25;21071.5
20055.79;21074.5
20038.43;21110.5
20002.41;21129.0
19955.14;21099.5
19948.16;21077.5
19975.82;21059.0
20036.73;21074.0
20092.8;21060.5
20161.72;21011.5
20291.72;21058.0
20390.27;21041.5
20501.37;21125.5
20532.54;21099.0
20578.99;21067.5
20650.93;21079.0
20715.09;21130.0
20735.76;21100.5
20776.61;21134.5
20786.34;21131.0
20789.72;21094.0
20831.17;21077.5
20894.11;21116.5
20927.24;21139.0
20934.27;21143.5
20916.21;21127.5
20924.76;21126.5
20933.74;21071.5
20996.99;21149.5
20984.15;21021.5
21069.65;21055.0
21175.76;21054.5
21290.17;21058.5
21392.98;21095.5
21455.26;21069.0
21522.31;21086.0
21564.45;21082.5
21598.06;21047.5
21649.05;20992.5
21743.86;21049.5
21761.71;21077.5
21741.77;21219.5
21613.99;21301.0
21381.76;21608.5
21093.58;21624.0
20786.13;21651.0
20468.86;21649.5
20149.62;21672.0
19813.19;21618.0
19552.08;21849.5
19284.19;22021.5
19035.43;22040.0
18809.84;22086.5
18600.07;22148.5
18392.16;22157.5
18195.64;22238.5
18012.32;22099.0
17972.85;22155.0
17916.16;21878.0
18091.38;21672.5
18405.86;21626.5
18797.16;21658.0
19177.62;21811.5
19550.21;21883.0
19891.03;21867.0
20216.74;21850.5
20519.58;21852.0
20801.52;21911.5
21039.98;21969.5
21240.95;21957.5
21420.7;21940.5
21586.94;21912.5
21758.2;21868.5
21942.31;21913.5
22085.8;21886.0
22248.24;21887.0
22394.29;21813.0
22573.88;21771.5
22767.83;21880.0
22904.37;21836.5
23035.41;21758.5
23172.23;21788.5
23304.58;21884.5
23383.01;21901.5
23400.17;21920.5
23396.35;21875.0
23410.04;21960.5
23369.68;21896.5
23357.02;21895.0
23333.5;21873.5
23299.95;21927.5
23248.76;21986.5
23162.08;21980.5
23058.74;21982.5
22946.78;22034.5
22806.87;22045.0
22658.78;22033.5
22518.6;21965.5
22445.57;21989.5
22375.58;22030.0
22287.93;21995.5
22235.05;22038.5
22158.79;22036.0
22072.75;22009.0
22020.7;21878.0
22093.27;21893.5
22183.47;21951.5
22247.82;21945.5
22311.21;21915.5
22384.46;21983.0
22405.3;21898.5
22475.98;21821.5
22589.98;21899.5
22661.38;21920.0
22714.88;21908.5
22760.49;21895.5
22805.39;21808.0
22890.53;21903.0
22918.24;21888.0
22935.82;21802.0
23000.37;21831.5
23046.26;21821.0
23080.34;21864.0
23083.73;21828.5
23104.14;21862.0
23083.82;21931.5
23019.32;21954.0
22912.18;21953.5
22774.94;22042.5
22573.24;22193.5
22311.32;22201.5
22036.04;22199.0
21742.31;22234.0
21463.12;22292.0
21170.73;22320.5
20872.46;22366.0
20578.3;22373.5
20282.52;22621.0
19968.95;22573.5
19727.33;22649.5
19492.46;22738.5
19258.44;22678.0
19090.36;22642.5
18949.64;22975.5
18792.51;22816.5
18785.59;22842.0
18795.51;22800.5
18861.68;22773.5
18966.21;22741.0
19109.48;22733.5
19268.73;22710.5
19461.63;22794.5
19634.8;22709.0
19862.76;22682.0
20117.39;22696.5
20375.56;22757.5
20607.71;22741.5
20839.16;22745.5
21062.24;22702.5
21307.86;22697.0
21550.39;22730.5
21772.41;22744.5
21972.35;22764.0
22141.48;22780.5
22256.32;22813.5
22341.16;22774.5
22451.23;22699.5
22629.02;22710.5
22797.19;22656.0
22998.29;22697.5
23141.72;22832.0
23212.94;22808.5
23269.45;22830.5
23286.08;22846.5
23254.35;22758.0
23297.09;22725.5
23370.77;22745.0
23415.33;22591.5
23558.66;22564.0
23748.8;22511.5
23970.09;22583.5
24143.1;22537.0
24312.7;22488.0
24469.53;22577.5
24571.88;22714.0
24575.5;22733.0
24512.68;22653.0
24468.92;22700.0
24388.48;22734.5
24261.1;22772.0
24091.71;22511.0
24064.63;22491.5
24069.75;22649.5
24026.6;22612.0
23994.79;22603.5
23958.65;22660.0
23890.88;22704.0
23787.39;22650.5
23702.09;22671.0
23604.28;22628.5
23524.11;22619.5
23459.34;22656.0
23382.61;22690.5
23292.41;22748.0
23166.62;22722.5
23051.55;22729.5
22918.72;22668.0
22850.24;22640.0
22816.9;22729.0
22737.79;22695.0
22682.3;22730.0
22612.84;22754.5
22514.55;22622.5
22495.44;22557.5
22548.91;22389.0
22711.33;22379.0
22909.96;22340.0
23137.42;22314.0
23372.73;22324.5
23603.62;22329.5
23813.99;22341.5
23993.26;22394.5
24112.9;22462.5
24147.94;22418.0
24162.39;22400.0
24162.28;22384.0
24158.04;22423.5
24110.45;22413.5
24046.56;22512.0
23910.49;22511.0
23752.65;22537.0
23565.51;22550.5
23361.01;22584.0
23124.93;22605.5
22845.37;22434.5
22733.48;22442.0
22654.48;22488.0
22573.75;22493.5
22495.27;22453.0
22458.84;22419.0
22454.08;22392.0
22465.52;22255.0
22578.66;22226.5
22735.74;22248.0
22890.77;22293.5
23010.27;22278.0
23118.29;22317.0
23185.69;22286.5
23251.47;22270.0
23313.35;22320.5
23317.57;22270.5
23332.84;22230.0
23372.81;22164.5
23452.54;22083.0
23568.91;22075.5
23696.83;22181.5
23752.92;22225.0
23743.4;22156.5
23724.22;22033.5
23740.82;22025.0
23787.41;22141.0
23758.53;22097.0
23723.67;22184.5
23640.68;22257.0
23498.6;22264.0
23330.63;22257.5
23150.37;22215.5
22995.0;22174.5
22871.37;22166.5
22761.96;22272.0
22592.61;22148.5
22475.0;22256.5
22344.55;22231.0
22233.39;22297.5
22102.03;22332.5
21954.76;22307.5
21828.52;22306.5
21706.97;22323.0
21589.33;22277.0
21512.3;22291.0
21439.93;22286.5
21379.07;22268.5
21318.51;22225.0
21324.92;22250.5
21325.35;22486.0
21220.56;22407.0
21160.3;22508.0
21050.93;22455.5
20958.05;22660.0
20828.91;22683.0
20690.75;22652.5
20573.14;22680.0
20454.31;22659.5
20356.02;22657.5
20257.03;22604.5
20213.2;22840.5
20133.56;22844.5
20055.23;22834.5
19991.54;22765.0
19996.24;22736.5
20041.77;22785.0
20076.24;22744.0
20142.11;22819.5
20202.44;22845.5
20261.02;22855.5
20324.06;22886.0
20374.67;22894.0
20413.12;22875.0
20473.92;22928.0
20514.02;22962.5
20529.45;22882.0
20620.32;22936.0
20684.42;22741.0
20906.53;22721.5
21163.98;22797.0
21399.49;22867.5
21589.82;22847.5
21777.22;22849.5
21947.99;22820.0
22121.26;22872.5
22252.42;22870.5
22365.4;22838.0
22490.99;22780.0
22649.34;22840.0
22768.65;22804.0
22899.17;22738.0
23065.63;22760.5
23217.61;22735.5
23366.84;22739.5
23508.71;22702.0
23652.73;22676.5
23819.98;22665.5
23988.22;22709.0
24112.9;22679.5
24230.02;22715.0
24300.07;22670.5
24377.81;22638.5
24463.06;22690.0
24489.38;22721.0
24476.05;22720.0
24437.12;22698.5
24401.56;22689.5
24356.11;22598.5
24373.68;22549.5
24430.67;22677.0
24405.39;22670.0
24350.26;22575.5
24321.69;22653.5
24183.27;23109.5
23912.97;23093.0
23614.59;23020.5
23345.81;22983.5
23098.82;23007.5
22858.1;22964.5
22655.05;23009.5
22449.22;22963.0
22278.39;23013.5
22112.6;23096.0
21946.1;23101.5
21792.53;23110.5
21641.54;23165.0
21462.99;23181.5
21294.67;23282.0
21124.51;23255.0
20976.12;23382.5
