prediction;test_price
24854.0;24169.0
24780.53;24561.0
24664.32;24729.0
24584.51;24809.5
24469.33;24783.0
24329.1;24890.5
24203.14;25161.5
24114.96;25356.0
24007.94;25340.0
23897.66;25180.5
23837.53;25317.5
23773.37;25413.5
23693.77;25217.0
23719.89;25458.5
23779.63;25635.5
23839.46;25706.0
23892.58;25365.5
24047.98;25792.0
24180.9;26076.5
24274.92;25806.0
24411.72;25493.5
24695.74;25464.5
25020.7;25255.0
25402.19;25198.5
25806.52;25319.5
26297.07;25709.0
26770.79;25767.0
27179.27;25633.0
27564.62;25751.0
27861.78;26033.0
28113.08;26011.0
28290.61;26055.5
28401.25;26285.5
28434.95;26576.5
28438.6;26797.0
28362.99;26612.5
28247.41;26567.5
28168.02;26838.5
28048.84;27100.0
27954.37;27148.0
27851.36;26989.0
27776.61;27081.5
27715.67;27220.0
27672.12;27360.5
27597.74;27363.0
27578.74;27464.0
27574.47;27473.5
27585.29;27492.5
27610.02;27373.0
27711.82;27414.0
27841.82;27444.0
28000.42;27465.0
28168.69;27415.0
28387.01;27535.5
28604.73;27521.5
28800.51;27828.5
28977.76;27895.5
29126.09;27895.0
29253.47;27966.0
29352.93;27993.0
29420.36;28106.0
29452.27;28121.5
29468.59;28112.0
29482.22;28028.0
29542.47;27912.0
29698.84;27945.0
29879.95;27980.0
30080.36;28127.5
30245.61;28071.5
30410.23;28130.0
30531.61;28120.0
30599.56;27860.5
30845.22;27794.5
31125.47;27501.5
31539.33;27455.5
31942.94;27230.0
32517.11;27299.0
33120.21;27335.5
33700.69;27338.0
34222.57;27434.0
34639.44;27428.0
34964.24;27434.5
35191.1;27508.5
35302.73;27498.5
35325.15;27446.0
35289.87;27440.5
35199.3;27376.5
35087.96;27440.5
34919.2;27439.5
34710.49;27474.5
34451.99;27517.5
34134.46;27430.0
33820.22;27461.5
33494.73;27501.0
33144.28;27543.5
32759.14;27524.0
32373.31;27555.0
31968.06;27594.0
31538.79;27616.0
31099.9;27515.5
30733.55;27638.5
30324.95;27454.5
30031.8;27403.5
29811.08;27449.5
29609.2;27465.0
29419.3;27494.0
29221.02;27458.0
29049.1;27403.5
28919.78;27254.5
28869.55;27343.5
28799.35;27265.0
28762.28;27384.5
28688.61;27421.5
28601.95;27492.0
28474.22;27511.5
28314.45;27485.0
28144.0;27545.0
27944.53;27642.0
27679.27;27524.5
27470.49;27508.5
27271.55;27407.5
27131.92;27498.5
26932.59;27878.5
26629.99;28333.0
26269.11;28229.5
25925.11;28336.0
25564.13;28324.0
25212.18;28384.0
24864.21;28501.0
24521.36;28505.5
24207.54;28476.0
23947.2;28509.0
23717.28;28420.0
23583.1;28334.5
23532.86;28467.0
23531.33;28457.5
23576.46;28625.0
23622.81;28623.5
23684.04;28593.0
23785.22;28581.0
23917.01;28556.0
24088.99;28591.5
24272.49;28557.0
24491.86;28526.0
24748.09;28388.0
25099.9;28492.5
25444.54;28509.5
25793.91;28551.0
26124.65;28585.5
26426.1;28638.0
26684.36;28661.0
26902.96;28725.0
27065.87;28601.0
27279.43;28588.5
27480.59;28510.0
27745.54;28489.0
28036.82;28492.0
28330.08;28488.5
28611.63;28499.0
28868.98;28478.0
29104.38;28453.0
29332.57;28386.0
29586.03;28300.0
29843.52;28384.0
30078.23;28395.5
30281.78;28300.0
30496.41;28498.0
30569.56;28536.5
30576.15;28416.5
30596.1;28513.0
30573.88;28613.5
30473.45;28686.5
30309.89;28758.0
30082.06;28695.5
29829.43;28657.5
29590.14;28556.0
29389.36;28463.5
29288.84;28726.0
29148.52;28782.0
28988.45;28770.5
28806.11;28734.0
28643.25;28763.5
28444.27;28783.0
28261.23;28944.0
28051.61;28923.0
27846.34;28954.0
27640.36;29064.5
27412.58;29060.5
27185.77;29066.5
26965.37;29124.0
26733.13;29059.5
26553.23;28973.0
26422.91;28975.0
26383.2;29137.0
26319.77;29255.5
26249.68;29250.5
26182.4;29306.0
26101.44;29330.5
26011.13;29308.0
25940.47;29298.5
25891.62;29295.5
25864.75;29295.5
25854.08;29284.0
25872.88;29262.0
25929.47;29267.0
25999.18;29293.0
26072.71;29307.5
26137.13;29355.5
26176.36;29369.5
26206.95;29323.0
26294.03;29305.5
26413.3;29283.0
26570.49;29260.5
26765.29;29244.5
26987.06;29255.5
27203.69;29260.5
27403.56;29254.5
27601.81;29219.0
27833.16;29228.0
28054.77;29193.0
28302.15;29187.5
28552.55;29236.5
28741.19;29205.0
28928.99;29194.0
29111.42;29220.5
29252.43;29207.0
29380.01;29174.0
29522.99;29159.5
29671.66;29080.5
29881.6;29062.0
30115.46;29098.5
30309.55;29162.0
30419.61;29163.0
30478.63;29120.5
30534.76;29151.5
30546.32;29226.5
30468.17;29186.5
30375.45;29215.0
30254.04;29155.0
30173.53;29170.5
30087.66;29189.5
29983.8;29165.0
29898.58;29190.5
29787.85;29106.5
29738.87;28973.5
29790.6;29027.0
29842.13;29041.5
29887.21;29042.5
29931.83;29054.5
29961.92;28983.0
30023.91;29053.0
30040.22;29091.0
30004.8;29103.5
29930.23;29111.5
29827.43;29150.0
29667.86;28950.0
29624.27;29042.0
29553.21;28986.5
29487.61;28948.5
29413.87;29345.5
29227.7;29440.0
28975.54;29443.0
28676.1;29385.0
28377.38;29512.0
28051.28;29542.5
27709.08;29616.0
27334.5;29443.0
27087.65;29338.5
26922.98;29386.0
26807.24;29504.5
26662.66;29440.0
26561.29;29630.5
26468.17;29630.0
26383.72;29680.0
26163.38;30093.0
25978.17;30107.5
25803.86;30008.0
25697.69;30021.0
25601.22;29954.5
25562.29;29998.0
25537.41;29980.0
25543.98;29949.5
25592.87;29955.5
25664.45;29898.5
25792.19;29883.5
25953.44;29977.0
26115.86;30020.0
26260.02;30000.5
26428.31;30018.0
26599.31;30022.5
26766.78;30019.5
26937.51;30065.0
27088.98;30040.0
27255.42;30107.0
27393.04;30079.0
27540.41;30076.5
27685.94;30088.0
27821.48;30091.5
27945.27;30140.0
28022.18;30152.5
28077.87;30087.0
28193.47;30151.0
28285.42;30147.5
28370.81;30113.0
28479.76;30080.0
28622.4;30063.5
28786.71;30066.0
28952.23;30071.0
29106.2;30103.0
29224.06;30153.5
29285.97;30193.5
29285.48;30176.0
29224.8;30013.5
29347.85;29982.0
29544.54;29993.5
29761.23;29960.0
29998.92;29861.5
30291.53;29890.5
30573.37;29958.5
30780.37;29787.0
31033.0;29735.0
31306.01;29818.5
31524.95;29802.5
31665.4;29990.0
31715.44;30100.0
31669.06;30096.0
31555.09;30081.5
31396.91;30017.5
31248.26;30062.5
31074.63;30049.0
30896.98;30093.0
30694.17;30084.0
30492.03;30125.5
30272.0;30205.5
30007.9;30157.5
29770.01;30244.0
29498.56;30174.0
29278.52;30093.5
29140.73;30114.5
29027.35;30111.0
28932.44;30007.0
28926.58;30123.5
28903.57;30071.5
28910.2;30097.0
28919.46;30135.0
28917.6;30150.5
28901.1;30222.5
28838.75;30299.0
28724.82;30306.0
28589.78;30194.0
28526.1;30241.0
28462.88;30306.0
28370.63;30348.5
28263.51;30327.0
28168.11;30206.5
28169.8;30205.0
28201.65;30291.0
28206.94;30305.5
28200.89;30121.5
28310.45;30086.0
28474.09;30111.0
28649.09;30196.0
28790.94;30245.0
28884.51;30169.0
28994.81;30157.5
29101.47;29993.5
29260.76;30125.5
29409.92;30146.5
29536.08;30110.5
29662.62;30083.0
29781.31;30220.5
29786.18;30290.0
29765.64;30288.0
29719.31;30384.0
29613.15;30415.0
29463.58;30427.5
29280.44;30417.0
29087.06;30531.5
28851.58;30573.5
28590.0;30521.0
28365.35;30539.5
28144.18;30580.0
27913.17;30569.5
27720.57;30494.5
27621.63;30491.0
27560.6;30400.0
27599.05;30417.0
27673.91;30370.0
27797.08;30466.5
27896.9;30366.0
28065.69;30413.5
28227.24;30345.5
28427.22;30330.0
28646.34;30273.5
28898.42;30299.5
29145.38;30331.5
29362.62;30302.5
29574.8;30342.0
29750.16;30364.5
29883.07;30313.0
30005.79;30247.5
30163.63;30254.5
30324.74;30262.5
30471.26;30248.0
30612.07;30280.0
30715.15;30250.0
30813.22;30245.0
30899.86;30208.5
30996.25;30185.0
31104.43;30168.0
31219.18;30169.5
31328.33;30148.0
31438.15;30074.5
31575.75;30228.5
31602.55;30264.5
31549.73;30250.0
31453.8;30216.5
31349.95;30156.5
31276.84;30130.0
31232.57;30189.5
31154.68;30192.0
31068.37;30211.0
30960.57;30283.5
30788.84;30296.5
30583.8;30301.0
30360.62;30337.5
30105.12;30317.5
29863.4;30320.5
29625.68;30409.0
29330.37;30329.5
29119.48;30286.5
28977.01;30261.5
28887.3;30196.0
28882.52;30246.5
28876.1;30185.0
28922.31;30172.5
28999.54;30131.5
29115.32;30232.0
29175.7;30217.5
29224.73;30138.5
29307.29;30223.0
29342.02;30181.0
29365.16;30202.5
29390.97;30326.5
29355.37;30363.5
29271.17;30366.5
29153.91;30371.5
29015.65;30351.5
28886.58;30330.0
28778.58;30225.5
28749.59;30430.5
28645.94;30527.0
28489.45;30467.0
28354.33;30387.0
28272.49;30471.0
28176.69;30545.0
28049.04;30413.5
27995.63;30331.0
28007.76;30481.0
27992.39;30512.0
27955.18;30754.0
27817.36;30483.5
27771.34;30365.0
27848.67;30299.0
27989.95;30135.0
28229.73;30206.0
28481.03;30203.0
28730.18;30435.0
28917.37;30410.5
29073.38;30469.5
29175.05;30410.5
29261.47;30423.5
29324.82;30382.0
29381.42;30425.0
29420.4;30417.0
29451.4;30410.5
29474.17;30518.5
29450.1;30513.5
29403.47;30440.5
29381.52;30432.0
29368.79;30490.5
29341.7;30516.5
29297.86;30505.0
29253.39;30502.0
29209.69;30543.5
29140.68;30488.0
29110.05;30375.0
29157.28;30430.0
29205.5;30519.5
29216.2;30436.0
29262.04;30420.0
29319.86;30484.0
29353.06;30538.0
29350.0;30531.0
29317.81;30253.0
29427.55;30276.5
29577.75;30233.0
29766.1;30289.0
29938.78;30281.5
30094.82;30260.0
30225.8;30014.5
30420.78;29866.5
30665.73;30234.5
30790.2;30902.5
30740.98;30964.5
30559.38;31064.0
30266.64;31083.0
29901.97;31123.5
29487.41;31107.5
29071.97;31105.5
28664.86;31076.0
28293.28;30980.0
27990.72;31076.0
27755.98;31148.0
27557.64;31265.5
27364.18;31254.0
27193.5;31111.0
27134.77;31286.0
27080.52;31114.5
27116.48;31177.0
27157.05;31254.0
27115.05;31129.5
27271.62;31374.5
27462.38;31420.5
27660.42;31400.0
27860.3;31420.0
28039.36;31300.0
28259.22;31435.5
28453.49;31345.0
28676.98;31372.0
28890.65;31336.0
29103.47;31256.5
29331.13;31049.5
29620.75;30903.0
30023.92;30387.5
30635.55;30402.0
31319.93;30170.0
32081.05;30146.5
32854.46;30182.5
33593.88;30132.5
34270.58;29928.5
34908.19;29891.5
35488.62;29924.5
35980.7;29927.5
36370.39;29904.5
36657.49;29901.0
36839.08;29816.0
36934.19;29831.0
36943.46;29877.5
36853.29;29818.5
36686.37;29790.5
36452.38;29924.0
36106.49;29880.0
35681.67;29860.5
35206.23;29668.0
34773.88;29555.0
34382.19;29554.0
34005.29;29593.5
33616.48;29534.0
33250.4;29465.0
32907.88;29489.5
32559.07;29528.0
32187.05;29426.0
31827.39;29484.0
31449.31;29503.0
31057.51;29476.5
30671.06;29511.0
30269.31;29440.5
29872.85;29579.0
29439.73;29594.5
29001.16;29567.5
28577.9;29604.5
28156.03;29552.0
27774.11;29562.5
27418.36;29554.5
27095.74;29578.0
26789.8;29632.5
26473.44;29708.0
26130.81;29613.5
25862.07;29599.5
25643.16;29561.5
25487.99;29520.0
25396.92;29546.0
25330.19;29545.5
25294.34;29504.0
25307.6;29485.0
25360.06;29484.0
25437.46;29500.0
25521.39;29470.0
25626.82;29475.5
25749.09;29430.5
25903.33;29482.0
26034.34;29510.0
26137.52;29511.0
26223.02;29572.0
26246.62;29481.5
26305.09;29550.5
26328.36;29594.0
26315.49;29556.0
26309.41;29426.5
26391.2;29385.0
26519.9;29293.5
26711.94;29280.0
26925.46;29412.5
27070.6;29565.0
27074.04;29781.5
26979.88;29925.0
26778.27;30180.0
26446.62;30200.0
26086.9;30304.5
25637.73;30744.0
25113.48;31226.0
24619.4;31370.5
24137.84;31328.0
23696.33;31350.0
23285.76;31340.5
22925.55;31383.0
22624.18;31425.0
22384.28;31428.0
22209.94;31473.5
22099.83;31475.5
22057.6;31492.5
22070.16;31514.5
22146.22;31500.5
22296.26;31459.5
22537.09;31357.5
22913.97;31403.5
23344.8;31327.5
23880.77;31463.0
24433.34;31415.5
25028.96;31273.5
25730.68;31261.5
26473.47;31326.0
27206.7;31359.0
27923.4;31306.5
28642.06;31340.0
29325.79;31330.0
29975.77;31298.0
30598.03;31225.0
31194.07;31215.5
31789.42;31302.5
32321.07;31264.0
32807.62;31280.5
33228.02;31380.0
33534.63;31536.0
33700.06;31456.5
33815.78;31242.0
33967.27;31347.5
34097.49;31488.0
34165.16;31629.5
34136.07;31675.5
34022.23;31588.5
33887.91;31427.5
33838.72;31432.5
33797.23;31449.0
33787.39;31417.0
33806.95;31403.5
33836.72;31409.5
33863.15;31400.5
33884.17;31400.5
33893.95;31383.5
33902.71;31384.5
33901.44;31370.5
33894.88;31402.0
33858.77;31470.0
33773.54;31449.5
33682.05;31409.0
33608.46;31402.5
33540.41;31450.0
33442.36;31395.5
33366.51;31378.0
33306.23;31419.5
33212.53;31450.0
33099.3;31390.5
33016.02;31429.5
32916.89;31330.5
32875.04;31272.5
32892.04;31179.5
32973.81;31311.5
33010.76;31290.5
33032.21;31257.5
33039.62;31230.0
33065.96;31203.0
33109.72;31162.5
33173.2;31148.0
33243.08;31201.5
33278.4;31210.0
33279.08;31191.0
33266.58;31206.5
33228.72;31205.0
33173.59;31258.5
33056.73;31222.0
32928.67;31237.0
32773.73;31039.0
32731.59;31048.5
32726.63;31093.0
32710.97;30902.5
32768.25;30942.0
32820.83;30969.0
32864.85;30976.0
32879.79;30824.5
32917.71;30562.5
33041.83;30566.0
33192.74;30405.0
33396.38;30288.5
33626.73;30069.0
33906.71;29970.5
34212.05;29924.0
34517.66;29901.5
34802.03;29919.0
35040.08;29914.0
35220.0;30019.0
35294.47;29999.5
35273.89;29930.0
35181.76;29927.0
35031.17;29978.0
34800.42;29949.0
34520.51;29914.5
34209.42;29837.5
33887.87;29875.5
33531.01;29925.0
33129.1;29975.0
32674.72;30047.5
32154.33;30079.5
31588.14;30035.5
31024.73;29959.0
30506.53;29962.5
30020.38;29978.5
29559.27;29977.0
29132.81;29970.5
28745.68;30041.5
28342.54;29998.0
27980.85;30001.5
27648.66;30043.0
27316.59;30027.5
27014.42;29945.0
26802.52;29856.0
26692.39;29862.5
26629.41;29833.5
26611.52;30023.5
26489.16;29951.5
26411.75;29872.0
26389.7;29804.0
26427.05;29778.5
26510.13;29769.5
26621.81;29760.0
26755.85;29735.0
26906.07;29662.0
27091.98;29635.5
27301.39;29694.0
27481.79;29699.0
27643.09;29735.5
27761.05;29705.5
27866.43;29698.0
27960.19;29745.0
28006.3;29679.5
28063.42;29708.5
28096.39;29670.5
28139.35;29650.0
28193.8;29590.5
28278.89;29626.0
28350.25;29648.5
28398.79;29665.5
28417.98;29649.5
28431.93;29629.5
28452.86;29643.5
28457.43;29616.5
28478.68;29590.0
28512.84;29685.5
28480.95;29717.0
28401.46;29690.5
28318.39;29688.5
28230.55;29642.5
28175.35;29780.5
28037.51;29800.0
27863.47;29737.5
27728.86;29724.0
27621.58;29765.0
27503.74;29748.5
27406.39;29768.5
27308.3;29773.5
27212.96;29785.5
27116.96;29792.0
27023.34;29744.5
26989.87;29718.0
27006.29;29719.5
27048.5;29704.5
27122.72;29682.5
27231.47;29744.5
27295.94;29753.5
27340.43;29783.0
27348.31;29765.0
27361.35;29780.5
27360.59;29774.0
27364.12;29788.0
27353.4;29785.5
27340.41;29688.0
27441.01;29714.0
27549.21;29727.0
27651.42;29698.0
27781.12;29720.5
27894.14;29775.0
27947.49;29850.0
27912.98;29849.5
27838.7;29857.0
27736.09;29779.0
27717.73;29765.0
27734.82;29790.5
27750.44;29790.5
27770.27;29768.0
27815.94;29832.0
27807.46;29898.5
27724.85;29832.0
27696.76;29810.0
27704.06;29743.5
27783.82;29747.0
27887.08;29743.5
28006.91;29720.0
28153.56;29709.5
28314.38;29627.5
28533.18;29644.5
28755.34;29635.5
28980.65;29686.0
29153.56;29695.5
29286.57;29751.0
29343.18;29764.0
29347.05;29730.0
29349.77;29762.5
29312.0;29698.5
29314.58;29676.5
29342.69;29650.0
29402.01;29662.0
29460.65;29740.5
29451.7;29773.5
29387.78;29759.5
29307.49;29791.0
29188.38;29839.0
29017.57;29785.5
28883.46;29850.5
28708.67;29794.0
28584.29;29766.0
28504.63;29758.5
28424.65;29721.5
28409.29;29528.0
28544.5;29588.5
28701.11;29599.5
28866.73;29626.5
29011.4;29590.0
29157.12;29530.0
29326.25;29544.0
29485.65;29588.5
29606.75;29628.5
29673.91;29668.5
29673.96;29706.0
29621.87;29680.0
29557.73;29715.5
29457.06;29712.0
29342.41;29693.0
29232.99;29719.5
29106.04;29734.0
28963.93;29714.5
28840.09;29673.0
28761.3;29717.5
28666.98;29738.5
28558.94;29725.5
28462.68;29756.0
28345.44;29716.0
28268.66;29682.5
28243.25;29688.0
28238.31;29678.0
28256.41;29650.5
28312.37;29638.0
28395.26;29680.0
28446.3;29686.0
28481.29;29675.0
28518.53;29663.0
28567.01;29669.0
28612.37;29652.5
28673.56;29675.5
28711.12;29675.0
28738.97;29703.0
28723.75;29658.0
28747.99;29638.0
28802.48;29699.5
28786.82;29546.0
28890.49;29569.5
29009.68;29593.0
29117.42;29574.5
29227.32;29550.5
29351.44;29488.5
29513.26;29479.5
29688.0;29536.0
29814.33;29561.0
29893.45;29584.5
29921.39;29551.5
29942.23;29569.5
29925.8;29695.5
29801.25;29712.0
29618.8;29739.0
29387.12;29734.5
29137.72;29688.0
28934.96;29675.0
28765.54;29665.5
28629.51;29682.0
28499.39;29708.5
28356.93;29710.0
28213.4;29801.5
28004.79;29835.0
27758.96;29786.5
27565.22;29762.5
27426.48;29727.5
27357.57;29704.0
27344.75;29644.5
27408.6;29652.5
27504.94;29615.5
27653.66;29611.5
27825.74;29556.5
28046.3;29570.5
28269.28;29549.5
28506.2;29533.5
28753.22;29532.0
29000.09;29529.5
29240.84;29546.5
29448.12;29470.0
29682.36;29489.5
29894.09;29438.5
30116.03;29502.5
30268.15;29487.5
30378.4;29531.0
30430.97;29491.5
30475.96;29455.5
30530.73;29480.0
30559.33;29493.5
30557.62;29461.5
30554.08;29462.0
30547.85;29360.5
30596.23;29470.0
30552.94;29395.5
30524.3;29586.0
30389.57;29647.0
30173.09;29702.5
29888.81;29592.5
29634.24;29565.5
29423.81;29576.0
29227.34;29509.5
29088.32;29577.0
28906.66;29741.5
28688.2;29825.5
28435.23;29750.0
28217.48;29736.5
28013.61;29748.5
27829.52;29742.5
27657.92;29814.5
27468.34;29801.5
27295.05;29996.0
27049.4;30121.5
26773.62;30236.0
26466.78;30189.5
26194.68;30217.0
25917.74;30326.0
25651.17;30423.0
25386.51;30405.5
25156.62;30453.5
24941.99;30483.5
24743.26;30424.5
24628.93;30430.0
24557.04;30388.0
24559.39;30398.0
24592.81;30351.0
24710.56;30452.0
24831.72;30451.0
24969.03;30495.5
25103.95;30513.0
25236.76;30525.0
25366.98;30523.5
25500.7;30458.5
25706.51;30410.0
25979.47;30474.0
26243.65;30456.0
26525.05;30454.0
26806.34;30512.5
27053.33;30470.0
27318.46;30471.0
27574.86;30501.0
27805.23;30535.0
27995.83;30559.5
28144.58;30556.0
28271.05;30563.0
28369.54;30607.0
28417.38;30586.0
28457.05;30478.5
28622.4;30462.0
28832.24;30379.5
29121.4;30380.0
29432.05;30453.0
29681.88;30371.5
29955.12;30450.0
30173.14;30515.0
30319.01;30629.5
30356.82;30544.5
30393.79;30462.0
30461.74;30544.5
30488.52;30425.0
30558.12;30458.0
30594.84;30350.0
30706.69;30295.5
30866.94;30304.5
31039.76;30277.0
31220.48;30226.0
31414.25;30305.5
31558.48;30287.5
31678.82;30293.0
31765.97;30275.5
31833.66;30218.5
31910.22;30126.0
32017.08;30104.0
32140.05;30117.0
32243.53;30194.5
32294.9;30207.5
32300.27;30265.0
32234.32;30175.0
32172.27;30203.5
32080.78;30225.5
31960.08;30248.5
31807.07;30273.5
31620.44;30280.0
31409.9;30248.5
31206.64;30324.5
30961.72;30190.5
30791.83;30292.0
30584.89;30280.0
30380.31;30184.5
30242.86;30041.0
30200.83;29967.5
30236.52;29857.5
30337.05;30056.5
30376.35;29880.0
30434.31;30195.0
30372.78;29824.0
30366.16;29739.5
30407.6;30065.0
30400.7;30050.5
30361.99;30089.0
30280.81;30089.0
30166.97;30151.5
30005.62;30060.0
29854.52;30065.0
29700.01;29999.5
29570.87;30008.5
29437.06;30042.5
29311.21;29897.5
29245.3;29949.5
29186.46;29913.0
29147.22;29894.0
29120.05;29974.0
29073.9;29936.0
29034.34;29920.5
29002.23;29931.0
28967.95;29953.0
28921.65;29934.5
28878.5;29943.5
28834.55;29987.5
28763.57;30051.0
28641.62;29901.0
28586.89;29891.5
28562.76;29836.5
28585.24;29822.0
28635.92;29848.5
28688.57;29856.0
28736.46;29840.5
28786.13;29738.5
28880.0;29696.0
29007.99;29789.5
29094.45;29790.0
29159.72;29733.5
29232.96;29677.5
29326.03;29710.0
29403.99;29760.0
29441.99;29774.0
29446.38;29756.0
29439.53;29799.5
29393.26;29825.0
29308.03;29815.0
29213.45;29840.0
29092.47;29800.5
28990.25;29819.0
28878.43;29747.5
28820.64;29788.0
28752.61;29675.0
28753.43;29663.5
28790.15;29759.0
28776.68;29692.0
28787.93;29789.0
28752.77;29808.5
28687.28;29899.5
28551.36;29894.5
28374.37;29727.0
28306.98;29707.0
28291.2;29683.0
28317.01;29517.5
28428.9;29566.0
28557.09;29707.5
28625.5;29690.0
28674.46;29713.5
28690.29;29621.0
28713.67;29506.0
28771.4;29595.0
28799.88;30019.5
28691.55;30114.0
28494.51;30296.0
28207.09;30151.0
27938.87;30211.5
27646.68;30153.5
27390.14;30410.5
27085.67;30340.0
26814.42;30190.0
26642.99;30171.5
26536.25;30127.5
26480.77;30043.0
26473.85;30262.5
26457.11;30407.0
26448.52;30421.0
26429.86;30402.5
26413.43;30640.5
26349.33;30747.5
26287.87;30796.5
26201.25;30920.5
26062.31;31181.5
25905.41;31166.0
25743.3;31165.5
25555.88;31345.0
25393.19;31522.0
25248.98;31722.0
25105.92;31725.0
24971.19;31817.0
24852.02;31810.0
24764.64;31713.5
24773.17;31760.5
24816.07;31633.5
24998.38;31545.5
25292.65;31590.5
25636.42;31450.0
26089.69;31507.0
26579.17;31650.0
27074.44;31552.0
27619.62;31550.5
28180.07;31576.5
28735.91;31620.5
29266.43;31670.0
29764.26;31677.0
30226.88;31675.0
30653.18;31609.0
31086.4;31610.5
31501.17;31580.0
31909.74;31563.0
32308.69;31500.5
32719.08;31477.0
33128.19;31479.5
33515.57;31545.5
33840.92;31563.5
34098.99;31576.0
34299.85;31585.5
34444.2;31643.5
34510.67;31613.0
34543.03;31616.5
34538.18;31583.5
34523.94;31526.0
34545.65;31570.0
34545.58;31556.5
34539.59;31542.0
34529.74;31498.0
34538.67;31473.5
34556.63;31624.0
34490.24;31650.0
34365.91;31712.0
34170.97;31718.5
33933.45;31789.5
33629.77;31818.0
33284.26;31768.0
32972.36;31870.0
32626.12;31919.0
32252.51;31826.5
31966.16;31897.0
31683.74;31898.0
31418.93;31914.5
31165.12;31933.0
30913.27;31799.0
30794.06;31739.5
30771.1;31781.0
30781.25;31812.0
30800.14;31865.5
30802.57;31830.0
30824.42;31853.5
30838.58;31814.0
30880.93;31772.5
30959.78;31680.5
31110.28;31706.5
31274.72;31737.5
31428.32;31755.5
31561.66;31775.0
31664.25;31799.0
31729.72;31684.5
31844.3;31712.0
31953.69;31725.5
32045.85;31618.0
32180.18;31606.0
32335.81;31695.0
32439.06;31700.0
32507.35;31667.0
32558.33;31800.5
32516.96;32048.5
32333.55;32088.0
32057.2;32109.0
31718.36;31947.0
31456.49;31964.5
31210.24;32112.0
30936.1;32138.5
30645.93;32284.0
30300.01;32081.5
30085.54;31819.5
30020.54;32032.5
29949.25;31751.5
30039.46;31639.5
30228.74;31590.5
30482.42;31680.0
30739.72;31652.5
31002.34;31490.0
31283.71;31420.0
31588.66;31387.5
31907.23;31352.5
32203.96;31822.5
32374.91;31719.0
32489.13;31612.0
32570.21;31573.5
32622.6;31689.5
32615.84;31751.5
32551.55;31741.5
32444.61;31797.0
32287.67;31784.5
32108.1;31715.5
31931.67;31646.5
31792.85;31649.5
31675.16;31609.5
31586.48;31597.0
31518.95;31538.0
31486.01;31510.0
31481.73;31591.5
31457.67;31600.0
31419.82;31607.0
31370.87;31638.0
31301.96;31670.0
31206.55;31608.0
31122.13;31571.5
31067.69;31565.5
31033.24;31573.5
31005.31;31534.0
31001.93;31499.5
31024.61;31560.0
31020.76;31564.0
31006.28;31623.0
30951.93;31637.0
30870.27;31656.0
30761.85;31709.0
30608.09;31656.5
30475.56;31683.0
30335.04;31661.5
30213.56;31735.5
30059.86;31786.0
29869.6;31765.0
29683.54;31692.5
29569.26;31663.5
29508.05;31810.0
29389.85;31689.5
29349.62;31618.0
29379.19;31675.0
29413.62;31631.5
29481.38;31560.0
29601.44;31520.5
29759.9;31570.0
29912.03;31554.0
30071.62;31571.0
30213.25;31593.0
30334.83;31665.5
30398.84;31638.0
30444.45;31731.5
30425.17;31757.5
30359.42;31795.5
30247.37;31855.5
30076.36;31759.5
29962.07;31690.5
29910.28;31655.5
29900.2;31630.0
29939.0;31796.5
29911.28;31592.0
29967.2;31685.5
29938.48;31312.5
30099.85;31257.0
30357.73;31223.0
30659.56;31282.0
30916.64;30744.0
31300.08;30625.5
31756.95;30670.0
32229.5;30717.0
32680.51;30740.5
33078.17;30660.0
33423.02;30699.0
33693.51;30660.0
33894.41;30684.5
34018.25;30685.5
34068.69;30732.0
34033.65;30720.5
33931.17;30625.0
33799.02;30595.0
33641.05;30616.5
33450.29;30634.0
33224.69;30587.5
32985.79;30619.0
32716.15;30604.0
32433.68;30583.0
32150.24;30579.0
31867.68;30459.0
31624.04;30445.0
31403.33;30645.5
31086.59;30586.0
30745.17;30509.5
30440.46;30396.5
30193.59;30348.5
29983.98;30331.5
29818.22;30520.5
29593.03;30425.5
29365.91;30457.0
29116.66;30739.5
28786.43;30657.0
28473.67;30659.5
28164.44;30675.5
27857.15;30632.0
27582.31;30581.5
27356.13;30639.0
27131.15;30628.5
26939.61;30625.0
26773.02;30709.5
26594.83;30656.5
26459.2;30676.0
26344.89;30613.5
26282.26;30719.5
26205.37;30666.5
26169.94;30679.5
26147.39;30573.5
26200.48;30614.0
26271.33;30623.0
26352.58;30573.5
26473.4;30595.0
26595.65;30683.0
26680.78;30667.5
26755.54;30580.0
26831.28;30552.5
26974.21;30440.0
27208.6;30307.0
27527.69;30315.5
27879.93;30355.5
28217.82;30311.0
28553.68;30301.0
28873.1;30326.0
29161.33;30304.5
29421.51;30335.5
29638.33;30319.0
29828.8;30259.5
30017.13;30201.0
30198.5;30193.0
30386.89;30219.5
30542.92;30162.0
30693.36;30066.5
30821.32;29753.5
31045.17;29649.5
31325.47;29440.5
31666.67;29370.5
32038.54;29304.0
32416.69;29309.5
32774.33;29343.0
33079.75;29336.5
33322.21;29452.0
33452.47;29430.0
33489.81;29466.5
33429.85;29482.0
33283.62;29409.0
33088.41;29434.5
32828.49;29407.0
32547.64;29237.5
32294.45;29227.5
32057.91;29197.0
31834.79;29192.5
31618.69;29188.5
31405.9;29181.0
31195.67;29169.5
30987.27;29151.5
30786.44;29142.0
30591.49;29119.5
30409.54;29105.5
30242.31;29101.0
