actual,predicted
62236.4,62311.456013107294
62220.2,62240.65117697716
62359.4,62224.450070405
62367.100000000006,62363.65957872868
62365.2,62371.36010469198
62364.7,62369.45997490882
62356.2,62368.95994075536
62358.200000000004,62360.45936014652
62321.9,62362.45949676036
62370.0,62326.15701721907
62403.7,62374.26030278206
62484.40000000001,62407.962604725355
62506.90000000001,62488.66811709404
62506.3,62511.16965399981
62483.6,62510.56961301566
62396.9,62487.8680624485
62412.0,62401.16214023829
62198.0,62416.26317167282
62229.99999999999,62202.24855399132
62252.6,62234.25073981285
62245.0,62256.852283549306
62198.1,62249.251764416695
62100.8,62202.34856082201
62094.1,62105.04191455842
62123.00000000001,62098.341456902024
62096.2,62127.2434309721
62118.1,62100.44160034656
62200.1,62122.343096268174
62234.3,62204.34869743585
62200.9,62238.551033532625
62083.2,62205.1487520814
62078.1,62087.44071235656
62120.9,62082.34036399126
62143.30000000001,62125.143287527564
62124.0,62147.54481760264
62139.899999999994,62128.24349927902
62173.8,62144.1445853591
62099.9,62178.04690096379
62088.7,62104.14185308218
61854.9,62092.94108804464
61952.0,61859.12511788607
61947.4,61956.23175048828
61928.7,61951.63143627644
61876.1,61932.93015893697
61774.00000000001,61880.32656599283
61872.799999999996,61778.219591856
61926.2,61877.02634057999
61780.0,61930.429988169664
61849.9,61784.22000169754
62125.8,61854.124776351455
62283.0,62130.04362223149
62253.9,62287.254360079765
62289.90000000001,62258.15237234831
62055.6,62294.154831397536
61793.6,62059.83882708549
61809.9,61797.82093067169
61780.2,61814.12204407454
61852.399999999994,61784.42001535892
61708.0,61856.62494711876
61807.8,61712.21508359909
61725.4,61812.02190063
61429.0,61729.61627213955
61404.7,61433.1960259676
61309.9,61408.894366109365
61159.9,61314.08789061308
60984.8,61164.077644574645
60926.6,60988.965684032446
61086.6,60930.761708569524
61007.9,61090.77263767719
60970.7,61012.06726192236
60938.7,60974.86472090482
61099.99999999999,60942.86253508329
60391.9,61104.17355298996
60611.2,60396.02518485785
60776.3,60615.340164566034
60800.0,60780.45144203902
60868.69999999999,60804.153060913086
60804.0,60872.857753598684
60674.8,60808.15333414078
60690.0,60678.94450888634
60764.3,60694.145547151566
60710.2,60768.450622355944
60620.100000000006,60714.3469269514
60678.1,60624.24077249765
60607.7,60682.24473429918
60588.8,60611.839925491804
60476.2,60592.93863449097
60444.0,60480.33094313144
60419.9,60448.12874364853
60558.8,60424.02709745169
60587.4,60562.936585283285
60775.40000000001,60591.53853886128
60779.40000000001,60779.551380562785
60715.6,60783.55165379048
60840.899999999994,60719.74729580879
60881.3,60845.055854666236
60855.1,60885.458614265925
60885.100000000006,60859.256824624536
60911.0,60889.25887383222
60890.99999999999,60915.16064298153
60849.0,60895.15927684307
60815.5,60853.15640795231
60901.899999999994,60819.65411967039
60892.5,60906.060021388534
60833.1,60896.659379303455
60840.0,60837.25532187223
60855.00000000001,60844.15579319
60892.19999999999,60859.156817793846
60904.2,60896.35935881137
60975.0,60908.36017849445
61029.1,60979.165014624596
61033.8,61033.26871002912
61118.100000000006,61037.96903107167
61108.8,61122.27478934526
60992.3,61112.97415409089
60923.8,60996.46619633437
60866.0,60927.96151731015
60861.2,60870.15756917
61031.299999999996,60865.35724129676
60897.7,61035.46886030436
60787.5,60901.85973449945
60770.1,60791.65220707655
60634.1,60774.25101853609
60886.700000000004,60638.24172879457
60901.1,60890.8589831233
60949.90000000001,60905.25996674299
61069.0,60954.06330012083
61071.0,61073.17143547535
61043.4,61075.171572089195
61103.99999999999,61047.569686818126
61165.3,61108.17382621765
61241.8,61169.47801343203
61232.2,61245.983238911635
61269.1,61236.38258316516
61236.9,61273.28510369062
60930.7,61241.08290420771
60932.200000000004,60934.861988627905
61001.600000000006,60936.36209108829
61117.100000000006,61005.76683158874
60853.9,61121.27472103834
60916.0,60858.056742656234
60878.9,60920.160984516144
60724.6,60883.05845032931
60550.0,60728.747910571095
60568.90000000001,60554.13598418236
60732.19999999999,60573.037275183204
60462.1,60736.34842970371
60615.00000000001,60466.22998000383
60766.5,60619.14042413235
60737.2,60770.65077263117
60533.4,60741.34877123832
60491.8,60537.53485028744
60267.3,60495.93200871945
60177.6,60271.416673815256
60230.1,60181.71054668426
60190.8,60234.214132797715
59584.6,60194.91144833565
59132.7,59588.670040678975
59050.0,59136.73917278051
59215.9,59054.03352379799
59473.40000000001,59219.9448559165
59391.5,59477.46244494915
59510.09999999999,59395.55685061216
59660.2,59514.16495181322
59698.9,59664.275204682344
59937.9,59702.97784816027
59650.0,59941.994173514846
59707.6,59654.07450795174
59771.1,59711.67844243049
59687.2,59775.1827799201
59881.7,59691.27704896926
59830.5,59885.79033466577
60171.3,59834.58683735132
59939.5,60175.41011635066
60089.9,59943.59428280592
60205.0,60094.00455616713
60115.5,60209.11241829395
60239.9,60119.60630482435
60239.99999999999,60244.014802205566
60224.2,60244.114809036255
60295.600000000006,60228.31372978687
60317.9,60299.718606901166
60180.0,60322.02013014555
60269.8,60184.11071062088
60160.2,60273.91684458256
60115.8,60164.3093581438
60115.899999999994,60119.906325316435
60141.299999999996,60120.006332147124
60547.4,60145.40806714297
60376.5,60551.53580658436
60425.50000000001,60380.6313303709
60459.299999999996,60429.63468325138
60515.4,60463.436996054654
60629.90000000001,60519.540834760664
60650.0,60634.0486695528
60602.9,60654.15004491806
60580.8,60607.04682204723
60642.9,60584.945309829716
60580.0,60647.04955909252
60586.100000000006,60584.145255088806
60679.80000000001,60590.245672488214
60636.9,60683.952084016804
60595.3,60641.04914853573
60610.0,60599.44630200863
60571.2,60614.14730787277
60589.99999999999,60575.34465293884
60711.1,60594.14593935013
60843.49999999999,60715.25422575474
60768.99999999999,60847.66328537464
60834.19999999999,60773.15818762779
60774.9,60838.36264901161
60713.4,60779.05859134197
60644.3,60717.55438313484
60676.40000000001,60648.44965488911
60692.7,60680.55185136795
60651.1,60696.8529667139
60632.1,60655.25012018681
60875.6,60636.248820090295
60802.3,60879.76548185349
60833.50000000001,60806.460466218
61059.40000000001,60837.66260111332
61073.899999999994,61063.57805857658
60997.4,61078.0790507555
61009.30000000001,61001.573816156386
61134.200000000004,61013.474630427365
61061.1,61138.38317685127
61069.899999999994,61065.27817490101
61149.99999999999,61074.07877705097
61146.80000000001,61154.18425798416
61193.1,61150.98403902054
61238.99999999999,61197.28720715046
61167.6,61243.19034790993
61360.09999999999,61171.78546228409
61270.0,61364.29863431454
61392.80000000001,61274.192469120026
61469.90000000001,61397.000871849064
61650.399999999994,61474.10614750385
61894.100000000006,61654.618498420714
61745.9,61898.335173869134
61731.0,61750.12503311634
61728.2,61735.22401356697
62198.1,61732.423821973796
62142.3,62202.355975413324
62012.0,62146.55215723515
62238.299999999996,62016.24324131012
62193.3,62242.55872614384
62268.1,62197.55564696789
62393.2,62272.36076524258
62248.0,62397.46932535171
62170.1,62252.25938987732
62351.8,62174.35405948162
62726.69999999999,62356.066492509846
62899.90000000001,62730.9921454668
62763.8,62904.2039968729
62731.4,62768.09468407631
62870.40000000001,62735.692467069624
62907.3,62874.701978302
63237.600000000006,62911.604503226285
63015.2,63241.92710437775
62951.0,63019.51188640594
63065.40000000001,62955.30749344826
62901.9,63069.71532139778
62977.9,62906.204133725165
62984.1,62982.20933411121
62978.0,62988.409758353235
63031.00000000001,62982.30934095383
63012.9,63035.31296753883
62972.6,63017.21172902584
62831.5,62976.908971452714
62751.69999999999,62835.79931652546
62446.1,62755.993856120105
62384.7,62450.37294509411
62420.00000000001,62388.96874372959
62620.99999999999,62424.27115917206
62480.8,62625.28491282463
62435.2,62485.0753194809
62499.6,62439.47219924926
62720.7,62503.87660589218
62705.0,62724.99173491001
62733.09999999999,62709.290660619736
62816.69999999999,62737.39258339405
62794.8,62820.9983038187
62822.0,62799.09680528641
62780.8,62826.2986664772
62716.2,62785.09584732056
62668.9,62720.49142699241
62660.5,62673.18819043636
62620.0,62664.78761565685
62534.9,62624.2848443985
62579.4,62539.17902133465
62493.8,62583.68206629753
62473.3,62498.07620902062
62541.1,62477.57480628491
62613.100000000006,62545.37944557667
62627.19999999999,62617.38437225819
62574.0,62631.485337066646
62563.5,62578.28169679642
62600.1,62567.78097832203
62615.69999999999,62604.38348271847
62655.8,62619.984550166126
62747.09999999999,62660.087294054036
62699.2,62751.3935413599
62674.3,62703.490263748165
62686.8,62678.58855993748
62664.4,62691.089415264134
62664.3,62668.68788251877
62701.40000000001,62668.58787567616
62733.5,62705.69041428566
62740.0,62737.7926107645
62728.0,62744.29305553436
62757.9,62732.29223442078
62734.5,62762.19428036213
62696.0,62738.792679190636
62654.2,62700.290044784546
62709.1,62658.487184572215
62720.9,62713.39094116688
62819.30000000001,62725.191748595236
62931.7,62823.59848172665
62918.0,62936.0061728239
62962.8,62922.305235385895
63018.1,62967.10830087662
63086.8,63022.41208484173
63110.299999999996,63091.116785717015
62930.2,63114.61839373112
62918.9,62934.5060701847
62931.00000000001,62923.20529696941
62887.8,62935.30612492561
62871.1,62892.10316891671
63023.6,62875.402026200296
63070.0,63027.91246118546
63009.1,63074.31563615799
63018.5,63013.41146900654
63045.0,63022.81211221218
63149.19999999999,63049.313925504684
63122.5,63153.521055507656
63213.49999999999,63126.81922852993
63205.6,63217.82545530796
63394.19999999999,63209.92491474152
63284.600000000006,63398.537819910045
63033.1,63288.93032040596
63132.3,63037.41311123371
63319.8,63136.61989910603
63146.4,63324.13272900582
63103.6,63150.72086391449
63032.0,63107.91793527603
63141.8,63036.313035964966
63226.00000000001,63146.120549154286
63116.1,63230.32631063461
63065.6,63120.418790602685
63060.1,63069.91533508301
63007.9,63064.41495873928
62958.9,63012.21138689518
62916.3,62963.2080340147
62976.6,62920.605119061474
63020.80000000001,62980.90924515724
62990.0,63025.11226959229
62965.9,62994.31016206741
63054.8,62970.208512997626
63055.7,63059.114596080784
63017.4,63060.014657664295
63005.7,63021.712036943434
63123.4,63010.011236357685
63166.600000000006,63127.71929011345
63120.6,63170.92224612236
63194.4,63124.91909852028
63191.6,63198.724148368834
63228.799999999996,63195.92395677567
63212.7,63233.12650222779
63272.0,63217.02540056705
63311.8,63276.329458236694
63210.1,63316.13218159676
63188.1,63214.42522265911
63177.5,63192.423717284204
63176.3,63181.8229919672
63213.299999999996,63180.62290985585
63246.6,63217.62544162274
63161.7,63250.92772021294
63008.600000000006,63166.02191083431
62920.1,63012.911434793474
63011.49999999999,62924.405379080774
62865.5,63015.811633229256
62688.7,62869.801643013954
62760.19999999999,62692.98954527378
62803.00000000001,62764.49443774223
62839.99999999999,62807.29736638069
62782.9,62844.29989814758
62753.6,62787.19599101543
62671.1,62757.89398612976
62677.3,62675.388340973856
62724.5,62681.58876521588
62823.799999999996,62728.791994929314
62788.4,62828.098789644246
62786.6,62792.69636735916
62855.0,62790.896244192125
62939.399999999994,62859.300924539566
62862.3,62943.70669970512
62828.6,62866.601424050335
62939.8,62832.89911808968
62842.5,62944.10672707558
62888.1,62846.80006921291
62847.7,62892.40318944454
62762.1,62852.0004250288
62748.4,62766.394567751886
62739.3,62752.69363031387
62819.9,62743.593007636075
62872.90000000001,62824.198522782324
62875.0,62877.20214936733
62822.4,62879.30229306221
62789.5,62826.698693847655
62772.2,62793.79644262791
62778.899999999994,62776.495258855815
62805.80000000001,62783.195717310904
62799.6,62810.097557973866
62733.0,62803.89713373184
62780.1,62737.29257655144
62717.6,62784.395799422266
62676.59999999999,62721.891522789
62654.0,62680.88871731758
62600.0,62658.28717088699
62501.6,62604.283475875854
62536.4,62505.87674274445
62624.90000000001,62540.679123973845
62690.49999999999,62629.185179686545
62680.1,62694.78966844082
62646.1,62684.388956809045
62698.09999999999,62650.38663032055
62748.9,62702.390188479425
62681.1,62753.19366452694
62633.9,62685.38902523518
62533.2,62638.185795521735
62625.1,62537.47890501022
62465.0,62629.385193371774
62227.1,62469.27423834801
62247.299999999996,62231.35795977116
62012.6,62251.55934197903
62075.00000000001,62016.8432823658
62193.59999999999,62079.24755215645
62248.99999999999,62197.85566749573
62427.80000000001,62253.25945830345
62592.2,62432.071692895894
62599.899999999994,62596.48294215202
62787.3,62604.18346903324
62712.3,62791.59629209042
62420.0,62716.591160130505
62486.6,62424.27115917206
62323.7,62490.875716352464
62512.0,62327.96456973552
62331.7,62516.27745437622
62380.99999999999,62335.96511714458
62479.899999999994,62385.2684905529
62546.50000000001,62484.175257897376
62634.9,62550.77981507778
62700.4,62639.18586394787
62619.00000000001,62704.690345859526
62611.0,62623.284775972366
62599.9,62615.28422856331
62738.100000000006,62604.18346903324
62654.8,62742.39292552471
62847.0,62659.0872256279
62846.4,62851.30037713051
62862.6,62850.70033607483
62970.4,62866.90144457817
62765.5,62974.70882091522
62809.09999999999,62769.794800400734
62813.90000000001,62813.3977837801
62669.6,62818.19811222553
62670.9,62673.88823833466
62766.0,62675.188327288626
62838.7,62770.2948346138
62668.0,62842.99980919361
62676.3,62672.288128852844
62595.8,62680.58122519255
62490.1,62600.07572648526
62647.7,62494.3685064435
62750.600000000006,62651.979271614546
62629.1,62754.878819942474
62601.2,62633.37053513527
62554.8,62605.46863269806
62514.5,62559.06546878815
62586.09999999999,62518.76272082329
62586.5,62590.36760306358
62717.2,62590.76763033867
63301.200000000004,62721.47654247284
64009.200000000004,63305.516364097595
64288.0,64013.56464099884
64196.100000000006,64292.3836517334
64160.0,64200.47738528252
64271.99999999999,64164.374923706055
64123.7,64276.38256072998
63934.5,64128.07244849205
63905.2,63938.85954737663
63930.09999999999,63909.55754947662
63909.5,63934.45924735069
63805.6,63913.85784268379
64094.30000000001,63809.95075798035
64125.19999999999,64098.67044377327
64064.4,64129.57255077362
64086.1,64068.76840496063
64050.2,64090.46988463402
64289.9,64054.5674366951
64597.7,64294.283781290054
64471.1,64602.10476946831
64592.00000000001,64475.49613690376
64450.4,64596.40438079834
64403.8,64454.79472541809
64448.7,64408.191547870636
64565.5,64453.09460949898
64720.0,64569.90257382393
64800.0,64724.41310882568
64878.9,64804.41856384277
64801.0,64883.32394385338
64929.4,64805.41863203049
64837.8,64933.827387332916
64875.30000000001,64842.22114133835
64956.0,64879.72369837761
64894.3,64960.4292011261
64903.50000000001,64898.72499394417
64910.0,64907.92562127113
64747.5,64914.42606449127
64876.1,64751.91498398781
64835.0,64880.52375292778
64804.2,64839.42095041275
64707.8,64808.61885023117
64965.600000000006,64712.21227693558
65122.600000000006,64970.02985572815
65431.99999999999,65127.04056119919
66050.3,65436.46165847778
66140.2,66054.80381894112
65897.2,66144.71783354282
65956.3,65901.70123496055
65997.8,65960.79740929604
65853.1,66002.30023908615
65862.0,65857.59037232399
65690.4,65866.49097919464
65653.4,65694.87927818298
65769.8,65657.87675523758
65686.2,65774.28469228745
65657.9,65690.67899179459
65560.9,65662.37706208229
65785.1,65565.37044787407
65625.1,65789.58573555946
65793.9,65629.57482552528
65849.7,65798.38633561134
65948.0,65854.19014048576
65752.5,65952.49684333801
65983.8,65756.98351264
65848.3,65988.29928445816
66025.7,65852.79004502296
65905.6,66030.20214152336
65953.9,65910.09395217896
65989.6,65958.39724564552
65986.0,65994.0996799469
65897.5,65990.49943447113
65943.9,65901.99339985847
65780.2,65948.39656376839
65837.1,65784.68540143967
65757.4,65841.58928132057
65959.0,65761.8838467598
66082.49999999999,65963.49759340286
66179.2,66087.0060145855
66449.2,66183.7126083374
66108.0,66453.73101902008
66135.6,66112.50775337219
66043.2,66140.10963535309
66080.1,66047.70333480835
65951.1,66084.60585093498
66326.8,65955.59705471992
65906.1,66331.33057961465
65922.1,65910.60184289218
65971.0,65926.60293580295
65880.0,65975.50627601147
65900.3,65884.50006008148
65868.0,65904.80144671202
65782.3,65872.4992403984
65821.6,65786.79338649512
65737.8,65826.0960709572
65760.0,65742.29034683705
65681.1,65764.49186325073
65628.2,65685.58647383453
65520.0,65632.68286039829
65401.5,65524.47546958923
65505.200000000004,65405.96737521887
65580.9,65509.67445864677
65657.3,65585.37962948083
65599.0,65661.78484812976
65429.0,65603.48086583614
65368.5,65433.46925365925
65291.4,65372.96512109041
65361.1,65295.85985462666
65367.80000000001,65365.56461561918
65456.80000000001,65372.26507327557
65423.0,65461.27115259171
65551.1,65427.46884381771
65787.6,65555.57759393455
65751.1,65792.09374852182
65748.3,65755.59125531913
65651.5,65752.79106405974
65763.3,65655.9844519496
65777.0,65767.79208866358
65730.5,65781.49302446842
65748.8,65734.9898481965
65645.8,65753.2910982132
65654.9,65650.28406260014
65644.8,65659.38468419312
65628.7,65649.28399429322
65701.0,65633.18289455175
65735.1,65705.48783314228
65692.4,65739.59016240836
65664.0,65696.88724570273
65459.7,65668.48530578613
65527.0,65464.171350681776
65522.8,65531.475947737694
65379.99999999999,65527.27566084862
65419.09999999999,65384.465906620026
65572.0,65423.56857742071
65857.0,65576.47902154922
65780.8,65861.49848902225
65897.0,65785.29328403473
65837.5,65901.50122129917
66424.0,65841.99715703726
67665.0,66428.53721904755
67351.3,67669.62198793888
66780.4,67355.90056005717
65579.3,66784.96156363486
65351.0,65583.77952018977
65390.0,65355.46392571926
65841.9,65394.466589689255
66145.2,65846.39745758771
66009.9,66149.71817507743
66424.4,66014.40893315076
66610.0,66428.9372463703
66944.9,66614.54992413521
66866.0,66949.47280012368
66840.0,66870.56741070747
66609.9,66844.56563472748
66955.4,66614.4499173045
66807.1,66959.97351734637
67100.2,66811.66338742973
67082.3,67104.78340818881
67145.0,67086.8821854949
66902.0,67149.58646833897
66840.5,66906.5698697567
66783.9,66845.06566888094
66892.9,66788.46180270909
66957.1,66897.46924816369
66917.4,66961.67363346816
66663.2,66921.9709216833
66634.4,66667.7535580635
66443.6,66638.95159082412
66393.9,66448.13855786325
66394.2,66398.43516300916
66219.2,66398.73518350124
66414.5,66223.72322978973
66535.5,66419.03657013178
66811.5,66540.04483526945
66777.1,66816.06368798018
66732.3,66781.66133822204
66680.8,66736.85827807189
66769.6,66685.35476026536
67012.6,66774.16082592012
67057.4,67017.17742450238
66926.4,67061.98048465251
66790.2,66930.9715364456
66903.8,66794.76223304271
66860.1,66908.36999270917
66902.5,66864.66700769664
67470.1,66907.06990391016
67216.9,67474.70867491962
67367.6,67221.49137960671
67476.2,67372.20167346002
67311.9,67480.80909159183
67320.7,67316.49786876439
67279.2,67325.29846986532
67187.0,67283.79563512802
67137.0,67191.58933722973
67114.7,67141.58592188358
67088.9,67119.2843986392
67208.2,67093.48263632058
67037.7,67212.79078533649
66959.8,67042.27913900613
66982.0,66964.37381789685
66988.8,66986.57533431053
67170.5,66993.37579879761
67284.9,67175.0882101655
67200.0,67289.49602447747
67268.1,67204.59022521973
66998.8,67272.69487692119
67118.4,67003.37648186684
67037.5,67122.9846513748
66790.0,67042.07912534475
66869.9,66794.56221938133
66854.1,66874.46767710446
66962.9,66858.6665978551
67008.3,66967.47402964829
67150.0,67012.87713078261
67198.1,67154.58680987358
67118.2,67202.69009543658
67192.50000000001,67122.78463771343
67249.9,67197.0897129178
67381.9,67254.49363373517
67413.6,67386.50265024899
67617.7,67418.20481557847
67652.49999999999,67622.31875702142
67562.0,67657.12113410234
67724.5,67566.61495232582
67792.1,67729.1260522008
68119.9,67796.7306697488
68257.0,68124.5530607581
67883.9,68261.66242563725
67930.0,67888.5369403243
67997.50000000001,67934.64008927345
67882.8,68002.14469999075
67823.8,67887.4368651867
67775.7,67828.43283507825
67838.9,67780.32954951524
67213.8,67843.53386651276
67373.8,67218.39116785527
67871.2,67378.40209696293
67733.7,67875.83607282638
67466.2,67738.32668062448
67655.9,67470.8084085226
67705.3,67660.52136634587
67961.5,67709.92474070788
67859.4,67966.14224094152
67735.4,67864.03526680468
67681.9,67740.02679674624
67668.9,67686.52314232587
67563.0,67673.52225433587
67802.5,67567.61502063274
67783.1,67807.13138014078
67830.0,67787.73005498649
67965.49999999999,67834.63325858116
